column1,survey,event_id,eqlatitude,eqlongitude,lla,utm,x,y,edsu_idx
1,201407,1,56.98452,-162.11222,"LLA(lat=56.98452°, lon=-162.11222°, alt=0.0)","UTM(675469.1663204494, 6.319371911483138e6, 0.0)",675.4691663204494,6319.371911483138,799
2,201407,2,56.98626,-162.086985,"LLA(lat=56.98626°, lon=-162.086985°, alt=0.0)","UTM(676993.7169557229, 6.319630617411532e6, 0.0)",676.9937169557229,6319.6306174115325,328
3,201407,3,56.9702383333,-162.118261667,"LLA(lat=56.9702383333°, lon=-162.118261667°, alt=0.0)","UTM(675169.2483745759, 6.317767458704905e6, 0.0)",675.1692483745759,6317.767458704905,326
4,201407,4,56.72392,-162.116351667,"LLA(lat=56.72392°, lon=-162.116351667°, alt=0.0)","UTM(676441.0049494589, 6.290367981636586e6, 0.0)",676.4410049494588,6290.367981636586,2332
5,201407,5,56.7236233333,-162.114503333,"LLA(lat=56.7236233333°, lon=-162.114503333°, alt=0.0)","UTM(676555.4512431326, 6.290339738810303e6, 0.0)",676.5554512431326,6290.339738810303,4671
6,201407,6,56.33672,-162.171066667,"LLA(lat=56.33672°, lon=-162.171066667°, alt=0.0)","UTM(674869.9341658733, 6.247150928444285e6, 0.0)",674.8699341658734,6247.150928444285,4614
7,201407,7,56.3333616667,-162.176121667,"LLA(lat=56.3333616667°, lon=-162.176121667°, alt=0.0)","UTM(674572.8964618369, 6.246764473662676e6, 0.0)",674.5728964618369,6246.764473662676,923
8,201407,26,55.7189383333,-165.75612,"LLA(lat=55.7189383333°, lon=-165.75612°, alt=0.0)","UTM(452501.28837335744, 6.175057879713497e6, 0.0)",452.50128837335745,6175.057879713497,3230
9,201407,27,55.42233,-165.744921667,"LLA(lat=55.42233°, lon=-165.744921667°, alt=0.0)","UTM(452850.7467911506, 6.142041886556818e6, 0.0)",452.8507467911506,6142.041886556818,559
10,201407,28,54.895965,-165.720993333,"LLA(lat=54.895965°, lon=-165.720993333°, alt=0.0)","UTM(453760.27001519693, 6.083452630532263e6, 0.0)",453.7602700151969,6083.452630532262,2609
11,201407,29,54.7813516667,-165.71516,"LLA(lat=54.7813516667°, lon=-165.71516°, alt=0.0)","UTM(454004.2277161607, 6.070695411966219e6, 0.0)",454.0042277161607,6070.695411966219,1775
