"","survey","event_id","latitude","longitude"
"1",200901,-2,57.31789,-158.4133
"2",200901,-3,57.65466,-158.35451
"3",200901,-4,57.9758,-158.3197
"4",200901,-5,58.35588,-159.5659
"5",200901,-6,58.02353,-159.5844
"6",200901,-7,57.67421,-159.63451
"7",200901,-8,57.3557,-159.65739
"8",200901,-9,57.00739,-159.68919
"9",200901,-10,56.67446,-159.7401
"10",200901,-11,56.66423,-160.3541
"11",200901,-12,56.65964,-160.95531
"12",200901,-13,56.97218,-160.95531
"13",200901,-14,57.31512,-160.9016
"14",200901,-16,57.70186,-160.929
"15",200901,-17,57.97879,-160.83701
"16",200901,-18,58.28384,-160.7975
"17",200901,-19,58.20613,-161.54581
"18",200901,-20,58.31231,-162.013
"19",200901,-21,57.69051,-162.1265
"20",200901,-22,57.35253,-162.1559
"21",200901,-23,57.01273,-162.18629
"22",200901,-24,56.68497,-162.1918
"23",200901,-26,56.35046,-162.1783
"24",200901,-27,56.00307,-162.2547
"25",200901,-29,55.99738,-162.8606
"26",200901,-30,55.99553,-163.3885
"27",200901,-32,56.35062,-162.813
"28",200901,-33,56.3215,-163.4185
"29",200901,-34,56.33911,-163.95531
"30",200901,-35,56.64455,-164.00681
"31",200901,-36,56.66742,-163.40199
"32",200901,-37,56.98757,-163.38651
"33",200901,-38,57.33156,-163.36369
"34",200901,-39,57.66267,-163.36929
"35",200901,-40,57.98779,-163.379
"36",200901,-41,58.33004,-163.3653
"37",200901,-42,58.6372,-162.707
"38",200901,-43,58.65382,-163.3465
"39",200901,-44,59.00304,-163.34711
"40",200901,-45,59.00425,-163.97929
"41",200901,-46,59.31751,-164.0119
"42",200901,-47,59.33473,-164.6097
"43",200901,-48,58.34243,-164.6476
"44",200901,-49,58.00773,-164.61121
"45",200901,-50,57.67947,-164.6207
"46",200901,-51,57.34546,-164.619
"47",200901,-52,57.00532,-164.6133
"48",200901,-53,57.00166,-165.2149
"49",200901,-54,56.68147,-165.2081
"50",200901,-55,56.66877,-164.6297
"51",200901,-56,56.35043,-164.5775
"52",200901,-57,56.325,-165.1794
"53",200901,-58,56.64382,-165.8763
"54",200901,-59,56.98693,-165.8503
"55",200901,-60,57.00768,-166.4147
"56",200901,-61,57.31211,-166.4868
"57",200901,-62,57.32945,-165.88811
"58",200901,-63,57.66739,-165.8598
"59",200901,-64,57.99304,-165.90179
"60",200901,-65,58.31066,-165.92551
"61",200901,-66,58.65843,-165.9285
"62",200901,-67,58.9829,-165.9314
"63",200901,-68,58.34367,-167.1808
"64",200901,-69,58.00367,-167.1689
"65",200901,-70,57.67058,-167.12151
"66",200901,-71,57.34224,-167.11839
"67",200901,-72,56.9983,-167.0842
"68",200901,-73,56.6694,-167.0706
"69",200901,-74,56.34441,-167.0444
"70",200901,-75,56.06985,-166.99809
"71",200901,-76,55.6824,-166.9785
"72",200901,-77,54.68347,-165.129
"73",200901,-78,54.83187,-165.5125
"74",200901,-79,54.99879,-165.7193
"75",200901,-80,55.32758,-166.3438
"76",200901,-81,55.68395,-168.1972
"77",200901,-82,55.99634,-168.2323
"78",200901,-84,56.3444,-168.27901
"79",200901,-85,56.64599,-168.2888
"80",200901,-86,56.97626,-168.3411
"81",200901,-87,57.31897,-168.3679
"82",200901,-88,57.6445,-168.3981
"83",200901,-89,57.98415,-168.4402
"84",200901,-90,58.312,-168.4734
"85",200901,-91,58.64743,-168.4958
"86",200901,-92,58.98606,-168.5146
"87",200901,-93,59.00151,-167.9156
"88",200901,-94,59.31114,-167.9212
"89",200901,-95,59.33661,-168.528
"90",200901,-96,59.64117,-168.62131
"91",200901,-97,59.99721,-169.33031
"92",200901,-98,60.30956,-169.3569
"93",200901,-99,60.33268,-169.9863
"94",200901,-100,60.01262,-169.9774
"95",200901,-101,59.69501,-169.9406
"96",200901,-102,59.34347,-169.8565
"97",200901,-103,59.02197,-169.8373
"98",200901,-104,58.68193,-169.7769
"99",200901,-105,58.35595,-169.7439
"100",200901,-106,58.0078,-169.69591
"101",200901,-107,57.85353,-169.36909
"102",200901,-108,57.68071,-169.6331
"103",200901,-109,57.50568,-169.3651
"104",200901,-110,57.35088,-169.58099
"105",200901,-111,57.18486,-169.3313
"106",200901,-112,56.99606,-170.1572
"107",200901,-113,56.83575,-169.93739
"108",200901,-114,56.67339,-169.51801
"109",200901,-115,56.82352,-169.29559
"110",200901,-116,56.98127,-169.54649
"111",200901,-117,57.13021,-170.487
"112",200901,-118,57.00383,-170.7859
"113",200901,-119,56.83938,-170.53619
"114",200901,-120,57.147,-169.9136
"115",200901,-121,57.32956,-170.21429
"116",200901,-122,57.32547,-170.85451
"117",200901,-123,57.50072,-170.58389
"118",200901,-124,57.6649,-170.8983
"119",200901,-125,57.8342,-170.60069
"120",200901,-126,57.98937,-170.9404
"121",200901,-128,58.34588,-171.0061
"122",200901,-129,58.66432,-171.08459
"123",200901,-130,58.66198,-171.69659
"124",200901,-131,58.34862,-171.6409
"125",200901,-132,57.98647,-172.8681
"126",200901,-133,58.32661,-172.9357
"127",200901,-134,58.6563,-173.0119
"128",200901,-135,58.99423,-173.0898
"129",200901,-136,59.31977,-173.1467
"130",200901,-137,59.64814,-171.246
"131",200901,-138,59.98702,-171.30569
"132",200901,-139,60.32349,-171.3768
"133",200901,-140,60.65464,-171.4388
"134",200901,-141,60.98772,-171.4859
"135",200901,-142,61.00445,-172.14079
"136",200901,-143,61.01342,-172.82001
"137",200901,-144,60.99223,-173.49271
"138",200901,-145,61.01538,-174.18311
"139",200901,-146,60.6791,-174.1223
"140",200901,-147,60.00884,-172.6208
"141",200901,-148,59.83571,-172.9192
"142",200901,-149,59.67918,-172.5545
"143",200901,-150,59.5003,-172.86099
"144",200901,-151,59.66666,-173.24699
"145",200901,-152,57.6684,-172.14639
"146",200901,-153,57.68652,-172.8114
"147",200901,-154,57.36145,-172.8143
"148",200901,-155,57.33356,-172.1317
"149",200901,-156,56.67777,-172.5775
"150",200901,-157,57.00449,-172.6395
"151",200901,-158,56.98739,-173.2457
"152",200901,-159,57.32133,-173.3483
"153",200901,-160,58.32361,-174.2932
"154",200901,-161,58.65938,-174.2612
"155",200901,-162,58.99479,-174.3737
"156",200901,-163,59.3139,-174.42509
"157",200901,-164,59.65921,-174.4456
"158",200901,-165,59.82505,-174.23869
"159",200901,-166,59.98216,-174.6183
